Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.13563,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4004,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.9765,57.5498,62.5126,76.3607,79.3171,83.4839,85.6045,86.9077,88.2551,90.06,91.2207,92.8148,89.0411,90.411,89.1892,91.8919,90.6667,92,89.4737,92.1053,91.4174,95.944,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.1373,..,..,79.6189,..,..,82.1509,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.028,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.656513,..,..,5.28571,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.1968,..,22.9951,..,39.7529,49.5331,50.7323,..,54.1421,61.5856,65.0179,67.2684,70.6467,72.9203,77.4054,80.7675,79.2467,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.4821,74.4986,78.3546,80.4306,84.8355,89.1331,89.2842,91.5463,92.5499,93.9871,94.3009,94.8381,96.7199,97.3684,95.5426,97,97,93.5578,99,99,99,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.7025,..,..,..,..,..,59.8358,..,..,74.028,..,..,..,97.1535,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.49437,..,..,12.9284,13.6127,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.8947,..,..,52.4708,..,60.4149,62.4773,63.8115,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.1373,13.539,18.5975,19.1655,24.4944,29.3402,36.1795,42.9164,50.0983,53.7794,61.3388,65.6624,69.0172,74.9597,77.9169,77.5692,79.2152,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.7519,..,30.5446,..,..,36.0306,37.4036,38.4658,42.6021,47.4922,52.1014,56.9921,62.5367,69.0545,72.5428,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.6067,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.3373,37.1342,42.1335,46.8241,51.8054,57.0505,60.5503,60.45,61.5991,61.9416,66.1172,66.9143,72.7822,75.4578,77.304,79.9697,83.0499,85.1296,86.1773,86.7038,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8415,22.8754,28.8086,31.4739,34.6359,38.0642,40.0755,43.8978,48.3243,52.53,56.2866,58.2108,60.8793,65.7193,68.9976,71.5599,73.0328,74.0594,76.9119,81.1734,83.6091,85.021,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.5145,75.0225,64.2482,69.6833,69.7346,71.6556,78.1409,..,85.8109,87.6573,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.8058,78.7712,77.6227,82.1212,82.3724,98.9831,..,91.7062,94.4007,97.0954,99.79,99.3195,99.3193,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.7864,26.2309,30.7942,34.843,38.1968,38.7,44.3134,48.0517,51.7938,53.1404,56.9132,62.1207,69.6146,72.0412,76.7953,82.6689,84.7544,88.4753,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.7665,..,..,..,66.8422,69.5619,69.5749,72.6007,75.561,80.0784,81.9877,84.5492,87.6003,89.9765,92.0739,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.9009,60.1531,74.7866,93,91.4001,94.5669,98.3584,100,100,100,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.9901,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2317,..,36.348,..,..,..,49.3362,57.4587,59.5545,65.0057,67.3787,70.0816,73.7368,75.0999,78.7878,81.2256,84.5566,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.4882,..,..,..,79.1521,77.3078,77.643,83.5779,83.5779,87.5644,87.8058,90.9017,96.761,95.028,93.9728,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.4086,51.6324,53.1945,60.2279,69.2809,73.2876,76.4705,73.12,74.3485,78.1573,79.4336,76.8671,79.2922,80.283,80.3932,82.3164,89.6797,88.3705,89.8003,87.0761,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.4458,43.9771,50.16,54.5891,56.9205,62.8773,67.5392,63.5099,66.1698,71.3566,71.8273,70.8453,74.0861,78.3198,77.5712,81.9628,85.9554,89.2274,88.0827,89.829,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,"Somalia, Fed. Rep.",SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8607,33.3705,40.0972,43.316,47.0769,51.5251,55.9786,59.5205,63.768,64.39,66.8101,69.4701,74.453,77.0552,78.6153,83.7483,85.6031,90.7437,93.1819,93.8872,94.4722,95.6202,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.4864,41.3885,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3,..,..,..,..,11,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.6876,74.867,82.8831,82.5276,85.8974,79.4705,87.7509,90.4525,91.6136,92.01,91.8002,94.4775,90.7044,91.0964,89,91.9994,89.6986,94.0772,93.6064,94.4813,95.5868,95.6015,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.5681,71.8076,76.6328,79.3831,..,80.8915,..,79.5988,84.2978,86.0846,88.5231,..,91.2582,..,94.895,..,96.4868,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.4595,20.4338,22.7851,23.8841,26.5954,29.0513,34.9025,38.9316,46.9545,52.0912,55.9048,65.573,76.7992,84.2707,86.7384,88.6092,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.61106,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.7803,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.1126,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.69774,9.67361,..,19.2831,25.0939,26.3411,29.8589,33.4686,34.6829,36.0678,41.3541,44.0396,49.1718,56.6377,63.9338,67.5984,72.0757,76.3604,79.3063,82.1321,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
